brand,comment,date,platform,language
Bonanza Satrangi,Customer service didn't resolve my refund issue. Meherbani,2024-03-06,Twitter,English
Gul Ahmed,Finally a brand that understands modest fashion needs! Shukriya,2024-04-24,Twitter,English
Gul Ahmed,Gul Ahmed ka sustainable fashion initiative zabardast hai! Eco-friendly packaging bhi. ❤️,2024-05-21,Instagram,English
Nishat Linen,Fabric quality mein bohat improvement hai iss season. Paisa vasool!,2024-01-19,Instagram,English
Sapphire,Sapphire ka fabric quality dekh kar bohat mayoos hua. Itna bekaar nahi socha tha. 🕌,2024-05-21,Facebook,English
J.,The unstitched fabric is so soft and easy to work with.,2024-05-16,Facebook,English
Khaadi,Galat item mili hai aur return process itna complicated kyun hai?,2024-01-26,Facebook,English
Bonanza Satrangi,Just received my order - perfect stitching and timely delivery.,2024-05-13,Instagram,English
Khaadi,Fabric itna patla hai ke kuch dikh raha hai. Sharam aati hai aisi quality pe. JazakAllah,2024-04-12,Facebook,English
Nishat Linen,Karachi mein delivery time normal tha. #UrduFashion,2024-05-07,Twitter,English
J.,Finally a brand that understands modest fashion needs! #LuxuryFabric,2024-03-08,Twitter,English
Alkaram,Finally a brand that understands modest fashion needs! 😊,2024-04-18,Twitter,English
Gul Ahmed,Gul Ahmed ka sustainable fashion initiative zabardast hai! Eco-friendly packaging bhi. Bohot khrab!,2024-01-30,Facebook,English
ChenOne,Absolutely love the new lawn collection! Designs bohot khoobsurat hain.,2024-03-08,Instagram,English
Bonanza Satrangi,Customer service ne refund ka masla solve nahi kiya. Koi farq nahi parta. 🤦‍♀️,2024-05-15,Instagram,English
J.,Sustainable fashion initiative by J. is amazing. Eco-friendly packaging too! #SlowFashion 🕌,2024-01-30,Facebook,English
Nishat Linen,Nishat Linen ka sustainable fashion initiative zabardast hai! Eco-friendly packaging bhi. #NishatLinen,2024-03-23,Facebook,English
Bonanza Satrangi,The colors faded after first wash. Poor quality control.,2024-04-27,Instagram,English
Gul Ahmed,Received my order from Gul Ahmed. Packaging was standard.,2024-01-08,Facebook,English
Nishat Linen,Nishat Linen ka fabric quality dekh kar bohat mayoos hua. Itna bekaar nahi socha tha. Hayee! #NishatLinen 😠,2024-03-15,Instagram,English
Bonanza Satrangi,The digital print on this suit is exceptional quality. 🤲,2024-02-28,Instagram,English
J.,Digital print ki quality subhanallah! #PakistaniFashion,2024-04-28,Twitter,English
Nishat Linen,These summer colors are perfect for Pakistani weather.,2024-02-08,Instagram,English
ChenOne,Customer service ne refund ka masla solve nahi kiya. Koi farq nahi parta. #LuxuryFabric,2024-01-21,Facebook,English
ChenOne,Ramadan collection dekh kar dil khush ho gaya! Traditional yet modern. Acha hua,2024-02-20,Instagram,English
Sapphire,Finally a brand that understands hijab-friendly fashion needs! Shukriya,2024-05-19,Facebook,English
Bonanza Satrangi,Customer service was very helpful with my exchange. 👍,2024-01-03,Instagram,English
Gul Ahmed,Size chart bilkul ghalat hai - dress fit hi nahi hui.,2024-05-06,Twitter,English
J.,Summer colors bilkul Pakistani mausam ke liye perfect hain.,2024-04-21,Twitter,English
Gul Ahmed,Finally a brand that understands modest fashion needs!,2024-02-25,Instagram,English
Bonanza Satrangi,Unstitched fabric itna soft hai ke stitch karwana aasan hai.,2024-02-24,Instagram,English
Gul Ahmed,Digital print ki quality subhanallah! #PakistaniFashion Kya baat hai! #PakistaniFashion,2024-01-13,Twitter,English
Khaadi,The Ramadan collection is breathtaking! Traditional yet modern.,2024-02-24,Twitter,English
Nishat Linen,Just received my order - perfect stitching and timely delivery. Ya Allah! #SlowFashion,2024-03-26,Facebook,English
Gul Ahmed,Website crashed during sale and lost my cart items. 👎,2024-05-29,Twitter,English
J.,Disappointed with the fabric quality this time. Not what I expected from J..,2024-05-26,Facebook,English
J.,Received wrong item and return process is complicated. Acha hua 😊,2024-03-17,Instagram,English
ChenOne,Sustainable fashion initiative by ChenOne is amazing. Eco-friendly packaging too! Bohat aala! 😊,2024-05-13,Facebook,English
ChenOne,Website is functional but could use improvements.,2024-05-04,Twitter,English
Alkaram,The fabric is too sheer for Pakistani standards. Wah wah,2024-01-09,Twitter,English
Alkaram,Fabric quality mein bohat improvement hai iss season. Paisa vasool! #UrduFashion 😠,2024-05-04,Twitter,English
J.,The digital print on this suit is exceptional quality.,2024-03-12,Instagram,English
ChenOne,The unstitched fabric is so soft and easy to work with. Subhanallah!,2024-05-24,Twitter,English
Khaadi,The colors faded after first wash. Poor quality control. 😍,2024-04-18,Facebook,English
Nishat Linen,The unstitched fabric is so soft and easy to work with. 💔,2024-05-02,Facebook,English
Sapphire,Customer service was very helpful with my exchange.,2024-01-14,Facebook,English
Gul Ahmed,Sustainable fashion initiative by Gul Ahmed is amazing. Eco-friendly packaging too! 🤦‍♀️,2024-05-14,Instagram,English
ChenOne,Unstitched fabric itna soft hai ke stitch karwana aasan hai. Haye Allah 😠,2024-01-27,Instagram,English
Khaadi,Absolutely love the new lawn collection! The prints are gorgeous. Bohot khrab!,2024-02-07,Facebook,English
Gul Ahmed,Visited the store in Lahore. Average shopping experience. 😍,2024-01-25,Facebook,English
Khaadi,Ramadan collection dekh kar dil khush ho gaya! Traditional yet modern. Haye Allah 👍,2024-03-11,Instagram,English
Gul Ahmed,The colors faded after first wash. Poor quality control.,2024-01-08,Instagram,English
Sapphire,Website chal to rahi hai lekin aur behtar ho sakti hai. Kya baat hai! #Sapphire 😠,2024-03-15,Facebook,English
Khaadi,Summer colors bilkul Pakistani mausam ke liye perfect hain.,2024-04-01,Facebook,English
Alkaram,Digital print ki quality subhanallah! #PakistaniFashion,2024-04-03,Twitter,English
J.,The digital print on this suit is exceptional quality.,2024-02-06,Instagram,English
J.,Finally a brand that understands modest fashion needs! Hayee!,2024-05-27,Instagram,English
Bonanza Satrangi,These summer colors are perfect for Pakistani weather. Meherbani 🕌,2024-02-27,Twitter,English
Bonanza Satrangi,Customer service ne meri exchange mein bohat madad ki. Shukriya!,2024-03-15,Twitter,English
Gul Ahmed,The unstitched fabric is so soft and easy to work with. #SlowFashion,2024-02-06,Instagram,English
Alkaram,Customer service ne meri exchange mein bohat madad ki. Shukriya! Mashallah! ❤️,2024-02-20,Twitter,English
Sapphire,Just received my order - perfect stitching and timely delivery.,2024-04-23,Instagram,English
Sapphire,Digital print ki quality subhanallah! #PakistaniFashion Mashallah!,2024-01-10,Instagram,English
J.,"New collection mein kuch interesting designs hain, kuch bekaar bhi. #UrduFashion",2024-04-30,Instagram,English
Sapphire,The digital print on this suit is exceptional quality.,2024-04-06,Twitter,English
Khaadi,Overpriced for the quality they're offering now. Bohat aala!,2024-04-24,Twitter,English
Bonanza Satrangi,Catalog mein variety zyada dikh rahi hai actual stores se. Bohot khrab! #LuxuryFabric,2024-05-02,Facebook,English
Alkaram,Sustainable fashion initiative by Alkaram is amazing. Eco-friendly packaging too! #LuxuryFabric,2024-02-19,Twitter,English
J.,These summer colors are perfect for Pakistani weather. 💔,2024-02-27,Facebook,English
Bonanza Satrangi,Absolutely love the new lawn collection! Designs bohot khoobsurat hain. 😊,2024-03-15,Facebook,English
Sapphire,Customer service didn't resolve my refund issue.,2024-04-10,Facebook,English
ChenOne,Itnay mehngay hoke bhi aisi quality? Zyati ho rahi hai.,2024-02-16,Twitter,English
Nishat Linen,Digital print ki quality subhanallah! #PakistaniFashion #PakistaniFashion,2024-01-26,Twitter,English
ChenOne,Summer colors bilkul Pakistani mausam ke liye perfect hain. ❤️,2024-05-02,Facebook,English
Khaadi,The unstitched fabric is so soft and easy to work with.,2024-05-16,Facebook,English
Alkaram,The unstitched fabric is so soft and easy to work with.,2024-01-27,Facebook,English
Gul Ahmed,Customer service ne meri exchange mein bohat madad ki. Shukriya! 👍,2024-05-25,Twitter,English
J.,Customer service ne meri exchange mein bohat madad ki. Shukriya! 🤲,2024-04-24,Instagram,English
ChenOne,Fabric quality mein bohat improvement hai iss season. Paisa vasool! ❤️,2024-04-12,Facebook,English
ChenOne,The fabric quality has improved so much this season. Worth every rupee.,2024-01-11,Instagram,English
ChenOne,The colors faded after first wash. Poor quality control. ❤️,2024-01-20,Facebook,English
J.,"J. se order mila. Packaging theek thi, khas kuch nahi. Meherbani",2024-05-23,Instagram,English
Khaadi,The colors faded after first wash. Poor quality control.,2024-05-14,Twitter,English
Gul Ahmed,Customer service ne meri exchange mein bohat madad ki. Shukriya! Bohot khrab!,2024-02-28,Twitter,English
Gul Ahmed,Standard delivery time for Karachi area. #SlowFashion 😍,2024-04-22,Twitter,English
Khaadi,Digital print ki quality subhanallah! #PakistaniFashion,2024-05-28,Facebook,English
ChenOne,These summer colors are perfect for Pakistani weather. Kya baat hai! ❤️,2024-04-15,Instagram,English
Khaadi,Absolutely love the new lawn collection! The prints are gorgeous. Subhanallah!,2024-02-05,Instagram,English
J.,Finally a brand that understands hijab-friendly fashion needs! Ya Allah! #SlowFashion,2024-03-02,Instagram,English
Gul Ahmed,The fabric quality has improved so much this season. Worth every rupee. 😊,2024-01-10,Twitter,English
J.,Digital print ki quality subhanallah! #PakistaniFashion,2024-01-03,Instagram,English
Sapphire,They've changed their return policy this season.,2024-05-21,Twitter,English
ChenOne,Website chal to rahi hai lekin aur behtar ho sakti hai. #PakistaniFashion 🕌,2024-05-24,Instagram,English
Bonanza Satrangi,Summer colors bilkul Pakistani mausam ke liye perfect hain. 💔,2024-03-11,Instagram,English
Sapphire,Galat item mili hai aur return process itna complicated kyun hai? Shukriya,2024-04-23,Twitter,English
ChenOne,Size chart bilkul ghalat hai - dress fit hi nahi hui. #LuxuryFabric,2024-02-19,Twitter,English
Alkaram,Absolutely love the new lawn collection! Designs bohot khoobsurat hain. #LuxuryFabric,2024-05-06,Instagram,English
Nishat Linen,Website is functional but could use improvements.,2024-04-17,Facebook,English
Gul Ahmed,Size chart bilkul ghalat hai - dress fit hi nahi hui. #UrduFashion 👎,2024-03-09,Twitter,English
Bonanza Satrangi,Bonanza Satrangi ka fabric quality dekh kar bohat mayoos hua. Itna bekaar nahi socha tha.,2024-05-02,Twitter,English
Nishat Linen,Itnay mehngay hoke bhi aisi quality? Zyati ho rahi hai.,2024-02-05,Facebook,English
Bonanza Satrangi,The unstitched fabric is so soft and easy to work with. #BonanzaSatrangi 👍,2024-01-14,Instagram,English
Gul Ahmed,Mashallah! Order time par mil gaya aur stitching perfect thi.,2024-01-06,Facebook,English
Alkaram,Finally a brand that understands hijab-friendly fashion needs! 🕌,2024-04-12,Instagram,English
Alkaram,Mashallah! Order time par mil gaya aur stitching perfect thi. Hayee!,2024-04-14,Twitter,English
Gul Ahmed,Received my order from Gul Ahmed. Packaging was standard. Ya Allah!,2024-02-20,Facebook,English
Gul Ahmed,Gul Ahmed ka sustainable fashion initiative zabardast hai! Eco-friendly packaging bhi.,2024-05-29,Facebook,English
Sapphire,The digital print on this suit is exceptional quality.,2024-03-04,Twitter,English
ChenOne,Disappointed with the fabric quality this time. Not what I expected from ChenOne. Ajeeb! #PakistaniFashion,2024-02-24,Facebook,English
Sapphire,Absolutely love the new lawn collection! Designs bohot khoobsurat hain. Shukriya,2024-01-08,Twitter,English
Khaadi,The Ramadan collection is breathtaking! Traditional yet modern.,2024-05-23,Facebook,English
Bonanza Satrangi,Ramadan collection dekh kar dil khush ho gaya! Traditional yet modern. 😠,2024-01-23,Facebook,English
ChenOne,Absolutely love the new lawn collection! The prints are gorgeous.,2024-01-03,Instagram,English
Khaadi,Website sale ke time crash hogayi aur cart empty ho gaya. Haye Allah!,2024-03-11,Instagram,English
Alkaram,Absolutely love the new lawn collection! Designs bohot khoobsurat hain. 💔,2024-02-19,Instagram,English
Bonanza Satrangi,The colors faded after first wash. Poor quality control. #BonanzaSatrangi,2024-05-11,Instagram,English
Bonanza Satrangi,Fabric quality mein bohat improvement hai iss season. Paisa vasool! #LuxuryFabric,2024-02-26,Twitter,English
J.,The digital print on this suit is exceptional quality.,2024-05-05,Instagram,English
Nishat Linen,They've changed their return policy this season. 😠,2024-04-08,Twitter,English
Bonanza Satrangi,Pehli wash se hi colors udd gaye. Quality check nahi hota kya? Hayee!,2024-02-27,Instagram,English
ChenOne,Size chart was inaccurate - dress doesn't fit properly. Meherbani,2024-02-16,Instagram,English
Sapphire,The Ramadan collection is breathtaking! Traditional yet modern.,2024-01-29,Twitter,English
Khaadi,Unstitched fabric itna soft hai ke stitch karwana aasan hai. 💔,2024-05-13,Twitter,English
J.,Customer service ne refund ka masla solve nahi kiya. Koi farq nahi parta. #PakistaniFashion,2024-01-13,Instagram,English
Nishat Linen,Ramadan collection dekh kar dil khush ho gaya! Traditional yet modern. 👍,2024-04-05,Instagram,English
Khaadi,The Ramadan collection is breathtaking! Traditional yet modern.,2024-02-08,Instagram,English
Alkaram,Finally a brand that understands modest fashion needs! 🤲,2024-01-25,Twitter,English
Gul Ahmed,Customer service was very helpful with my exchange. #LuxuryFabric 👎,2024-04-09,Facebook,English
ChenOne,Mashallah! Order time par mil gaya aur stitching perfect thi. #SlowFashion,2024-03-08,Twitter,English
Bonanza Satrangi,Order 2 haftay se late hai aur koi update nahi dia. Bilkul ghalat!,2024-04-07,Facebook,English
J.,The fabric quality has improved so much this season. Worth every rupee.,2024-01-01,Instagram,English
J.,Sustainable fashion initiative by J. is amazing. Eco-friendly packaging too! Shukriya,2024-02-11,Facebook,English
Alkaram,Pehni pehni mein stitching khul gayi. Kya bekaar quality hai! 👍,2024-03-22,Instagram,English
Alkaram,The fabric quality has improved so much this season. Worth every rupee. 🕌,2024-04-01,Facebook,English
Alkaram,Customer service ne meri exchange mein bohat madad ki. Shukriya! 👍,2024-05-06,Instagram,English
Bonanza Satrangi,The fabric is too sheer for Pakistani standards. ❤️,2024-02-22,Facebook,English
Gul Ahmed,Finally a brand that understands hijab-friendly fashion needs! Shukriya,2024-02-26,Instagram,English
J.,J. ka sustainable fashion initiative zabardast hai! Eco-friendly packaging bhi.,2024-02-08,Instagram,English
Gul Ahmed,Gul Ahmed ka sustainable fashion initiative zabardast hai! Eco-friendly packaging bhi.,2024-02-07,Twitter,English
Bonanza Satrangi,Customer service was very helpful with my exchange. Subhanallah!,2024-01-14,Twitter,English
Bonanza Satrangi,Summer colors bilkul Pakistani mausam ke liye perfect hain.,2024-01-25,Instagram,English
J.,They've changed their return policy this season.,2024-04-12,Instagram,English
Nishat Linen,Size chart bilkul ghalat hai - dress fit hi nahi hui. ❤️,2024-02-25,Twitter,English
Sapphire,Received wrong item and return process is complicated. Meherbani #LuxuryFabric 🤲,2024-02-28,Twitter,English
Khaadi,Website is functional but could use improvements. JazakAllah #LuxuryFabric,2024-01-13,Twitter,English
Bonanza Satrangi,Karachi mein delivery time normal tha. Ajeeb!,2024-01-19,Instagram,English
Alkaram,Absolutely love the new lawn collection! The prints are gorgeous. 😊,2024-01-05,Facebook,English
ChenOne,Finally a brand that understands modest fashion needs!,2024-03-09,Facebook,English
Khaadi,The digital print on this suit is exceptional quality. Ya Allah! #Khaadi,2024-05-23,Instagram,English
ChenOne,Received my order from ChenOne. Packaging was standard. Shukriya,2024-05-15,Twitter,English
Sapphire,The fabric quality has improved so much this season. Worth every rupee.,2024-05-14,Instagram,English
Alkaram,"Collection mein kuch achi cheezein hain, kuch buri bhi. Meherbani #PakistaniFashion 😊",2024-03-01,Instagram,English
J.,The catalog shows more variety than physical stores. ❤️,2024-03-27,Facebook,English
Khaadi,Absolutely love the new lawn collection! Designs bohot khoobsurat hain.,2024-04-25,Twitter,English
Alkaram,Received wrong item and return process is complicated. Mashallah!,2024-03-31,Facebook,English
Khaadi,Customer service ne refund ka masla solve nahi kiya. Koi farq nahi parta. #PakistaniFashion,2024-03-10,Instagram,English
Khaadi,Customer service was very helpful with my exchange. #UrduFashion 😊,2024-05-08,Instagram,English
Gul Ahmed,The collection has both hits and misses this season. #PakistaniFashion 🕌,2024-03-04,Twitter,English
Bonanza Satrangi,"Lahore store ka experience aam tha, na khas acha na bura.",2024-04-20,Facebook,English
Bonanza Satrangi,"Collection mein kuch achi cheezein hain, kuch buri bhi.",2024-04-26,Twitter,English
J.,Summer colors bilkul Pakistani mausam ke liye perfect hain. 👍,2024-01-15,Instagram,English
Khaadi,Order 2 haftay se late hai aur koi update nahi dia. Bilkul ghalat! 🕌,2024-04-26,Facebook,English
Khaadi,Digital print ki quality subhanallah! #PakistaniFashion,2024-03-16,Instagram,English
Sapphire,Sapphire ka fabric quality dekh kar bohat mayoos hua. Itna bekaar nahi socha tha. #UrduFashion,2024-01-11,Twitter,English
Bonanza Satrangi,"Prices market ke hisaab se hain, zyada mehnga bhi nahi. Bohat aala!",2024-01-09,Instagram,English
Bonanza Satrangi,Size chart bilkul ghalat hai - dress fit hi nahi hui. ❤️,2024-04-25,Facebook,English
Gul Ahmed,These summer colors are perfect for Pakistani weather. Acha hua,2024-01-22,Facebook,English
Alkaram,Galat item mili hai aur return process itna complicated kyun hai?,2024-03-25,Twitter,English
Sapphire,These summer colors are perfect for Pakistani weather.,2024-05-18,Twitter,English
J.,J. ka sustainable fashion initiative zabardast hai! Eco-friendly packaging bhi.,2024-05-16,Instagram,English
J.,Prices are comparable to other brands in the market. Bohat aala!,2024-04-24,Facebook,English
Alkaram,Finally a brand that understands hijab-friendly fashion needs!,2024-05-23,Twitter,English
Khaadi,These summer colors are perfect for Pakistani weather. 🕌,2024-03-07,Instagram,English
Khaadi,Ramadan collection dekh kar dil khush ho gaya! Traditional yet modern. #LuxuryFabric,2024-02-06,Twitter,English
Alkaram,The Ramadan collection is breathtaking! Traditional yet modern.,2024-02-11,Facebook,English
Alkaram,Ramadan collection dekh kar dil khush ho gaya! Traditional yet modern.,2024-03-17,Facebook,English
ChenOne,Sustainable fashion initiative by ChenOne is amazing. Eco-friendly packaging too! Bohat aala! 👎,2024-04-04,Instagram,English
J.,Sustainable fashion initiative by J. is amazing. Eco-friendly packaging too! #PakistaniFashion 😊,2024-04-03,Instagram,English
Nishat Linen,Pehli wash se hi colors udd gaye. Quality check nahi hota kya?,2024-01-31,Twitter,English
Alkaram,Fabric itna patla hai ke kuch dikh raha hai. Sharam aati hai aisi quality pe.,2024-02-14,Facebook,English
Gul Ahmed,Fabric quality mein bohat improvement hai iss season. Paisa vasool! 💔,2024-04-15,Twitter,English
Sapphire,Finally a brand that understands modest fashion needs! JazakAllah,2024-04-03,Facebook,English
ChenOne,The new collection has some interesting designs. #SlowFashion 😊,2024-01-12,Twitter,English
Alkaram,Customer service was very helpful with my exchange. 🕌,2024-05-24,Instagram,English
Bonanza Satrangi,Absolutely love the new lawn collection! Designs bohot khoobsurat hain.,2024-01-06,Facebook,English
Sapphire,Unstitched fabric itna soft hai ke stitch karwana aasan hai. Haye Allah 🕌,2024-05-07,Twitter,English
J.,Itnay mehngay hoke bhi aisi quality? Zyati ho rahi hai. Ajeeb! 💔,2024-03-02,Twitter,English
Khaadi,"New collection mein kuch interesting designs hain, kuch bekaar bhi. 🤦‍♀️",2024-03-26,Instagram,English
Alkaram,The fabric is too sheer for Pakistani standards. 😊,2024-02-20,Twitter,English
Nishat Linen,Just received my order - perfect stitching and timely delivery.,2024-01-20,Facebook,English
Bonanza Satrangi,Finally a brand that understands hijab-friendly fashion needs! #BonanzaSatrangi 🕌,2024-03-03,Facebook,English
Sapphire,The stitching came loose after just one wear.,2024-01-12,Twitter,English
Nishat Linen,Finally a brand that understands hijab-friendly fashion needs!,2024-04-16,Twitter,English
Khaadi,Karachi mein delivery time normal tha. Hayee!,2024-05-29,Facebook,English
Khaadi,Digital print ki quality subhanallah! #PakistaniFashion #SlowFashion,2024-05-14,Facebook,English
Sapphire,Customer service ne meri exchange mein bohat madad ki. Shukriya!,2024-01-21,Instagram,English
Nishat Linen,Mashallah! Order time par mil gaya aur stitching perfect thi. 👍,2024-02-23,Facebook,English
ChenOne,Website crashed during sale and lost my cart items. 🤲,2024-03-05,Twitter,English
Khaadi,Khaadi ka fabric quality dekh kar bohat mayoos hua. Itna bekaar nahi socha tha. 🕌,2024-05-20,Facebook,English
ChenOne,Sustainable fashion initiative by ChenOne is amazing. Eco-friendly packaging too!,2024-05-24,Instagram,English
Alkaram,Alkaram ka sustainable fashion initiative zabardast hai! Eco-friendly packaging bhi. #UrduFashion,2024-03-18,Facebook,English
Alkaram,Finally a brand that understands hijab-friendly fashion needs! Meherbani #LuxuryFabric,2024-03-09,Twitter,English
ChenOne,The unstitched fabric is so soft and easy to work with. Wah wah,2024-03-07,Instagram,English
Nishat Linen,Sustainable fashion initiative by Nishat Linen is amazing. Eco-friendly packaging too!,2024-02-06,Instagram,English
ChenOne,Visited the store in Lahore. Average shopping experience. Haye Allah 😍,2024-02-23,Twitter,English
J.,Finally a brand that understands hijab-friendly fashion needs!,2024-03-23,Instagram,English
ChenOne,Customer service was very helpful with my exchange.,2024-03-12,Facebook,English
ChenOne,Disappointed with the fabric quality this time. Not what I expected from ChenOne. Shukriya,2024-04-27,Twitter,English
Alkaram,Customer service didn't resolve my refund issue. 👎,2024-04-07,Facebook,English
Khaadi,Absolutely love the new lawn collection! Designs bohot khoobsurat hain. 🤦‍♀️,2024-01-11,Facebook,English
Alkaram,Order was delayed by 2 weeks with no communication. Unacceptable! Bohot khrab! 👎,2024-01-28,Twitter,English
Nishat Linen,The stitching came loose after just one wear.,2024-03-15,Instagram,English
Bonanza Satrangi,Just received my order - perfect stitching and timely delivery.,2024-05-13,Instagram,English
Khaadi,Khaadi ka sustainable fashion initiative zabardast hai! Eco-friendly packaging bhi. 💔,2024-01-07,Instagram,English
J.,Just received my order - perfect stitching and timely delivery. JazakAllah,2024-02-23,Facebook,English
Nishat Linen,"Collection mein kuch achi cheezein hain, kuch buri bhi. 😠",2024-03-15,Instagram,English
Bonanza Satrangi,Pehli wash se hi colors udd gaye. Quality check nahi hota kya? Hayee!,2024-02-27,Instagram,English
J.,The digital print on this suit is exceptional quality.,2024-02-06,Instagram,English
ChenOne,The unstitched fabric is so soft and easy to work with. Wah wah,2024-03-07,Instagram,English
J.,The collection has both hits and misses this season. Bohot khrab!,2024-05-20,Instagram,English
Nishat Linen,Nishat Linen ka sustainable fashion initiative zabardast hai! Eco-friendly packaging bhi. Meherbani 😊,2024-03-01,Twitter,English
Bonanza Satrangi,Absolutely love the new lawn collection! Designs bohot khoobsurat hain. 😊,2024-03-15,Facebook,English
J.,Prices are comparable to other brands in the market. Bohat aala!,2024-04-24,Facebook,English
ChenOne,Finally a brand that understands modest fashion needs!,2024-03-09,Facebook,English
Alkaram,Galat item mili hai aur return process itna complicated kyun hai?,2024-03-25,Twitter,English
Sapphire,Galat item mili hai aur return process itna complicated kyun hai? Shukriya,2024-04-23,Twitter,English
Alkaram,Customer service was very helpful with my exchange. Hayee! #PakistaniFashion,2024-05-23,Instagram,English
Khaadi,Overpriced for the quality they're offering now.,2024-04-23,Twitter,English
Nishat Linen,Just received my order - perfect stitching and timely delivery. 👎,2024-05-15,Instagram,English
ChenOne,Itnay mehngay hoke bhi aisi quality? Zyati ho rahi hai.,2024-02-16,Twitter,English
Bonanza Satrangi,Unstitched fabric itna soft hai ke stitch karwana aasan hai. 😍,2024-03-03,Twitter,English
Nishat Linen,Fabric quality mein bohat improvement hai iss season. Paisa vasool!,2024-01-19,Instagram,English
Gul Ahmed,Received my order from Gul Ahmed. Packaging was standard. Ya Allah!,2024-02-20,Facebook,English
J.,Customer service ne meri exchange mein bohat madad ki. Shukriya! 🤲,2024-04-24,Instagram,English
Gul Ahmed,Pehli wash se hi colors udd gaye. Quality check nahi hota kya? Subhanallah! 😊,2024-05-04,Twitter,English
J.,The Ramadan collection is breathtaking! Traditional yet modern. 👎,2024-02-05,Facebook,English
Bonanza Satrangi,"Lahore store ka experience aam tha, na khas acha na bura. Hayee!",2024-02-21,Twitter,English
J.,"New collection mein kuch interesting designs hain, kuch bekaar bhi. Kya baat hai!",2024-01-10,Twitter,English
Gul Ahmed,Finally a brand that understands hijab-friendly fashion needs! 👍,2024-03-13,Twitter,English
J.,Website crashed during sale and lost my cart items. ❤️,2024-02-15,Twitter,English
Khaadi,Khaadi ka sustainable fashion initiative zabardast hai! Eco-friendly packaging bhi. 💔,2024-01-07,Instagram,English
Khaadi,Disappointed with the fabric quality this time. Not what I expected from Khaadi. #Khaadi,2024-02-16,Twitter,English
Khaadi,Order was delayed by 2 weeks with no communication. Unacceptable! ❤️,2024-05-02,Facebook,English
J.,Order was delayed by 2 weeks with no communication. Unacceptable!,2024-02-23,Facebook,English
J.,Overpriced for the quality they're offering now. #LuxuryFabric 🤲,2024-04-09,Facebook,English
J.,The colors faded after first wash. Poor quality control. 👍,2024-01-06,Instagram,English
Bonanza Satrangi,Finally a brand that understands modest fashion needs! Ya Allah!,2024-03-23,Instagram,English
Sapphire,Absolutely love the new lawn collection! The prints are gorgeous. #UrduFashion 🤲,2024-04-09,Instagram,English
J.,Fabric quality mein bohat improvement hai iss season. Paisa vasool!,2024-05-06,Instagram,English
Khaadi,Standard delivery time for Karachi area.,2024-04-18,Twitter,English
Gul Ahmed,"Gul Ahmed se order mila. Packaging theek thi, khas kuch nahi. 👎",2024-05-14,Instagram,English
Alkaram,The fabric quality has improved so much this season. Worth every rupee. #UrduFashion,2024-05-05,Twitter,English
ChenOne,Ramadan collection dekh kar dil khush ho gaya! Traditional yet modern. Meherbani #SlowFashion,2024-01-11,Twitter,English
J.,Customer service was very helpful with my exchange.,2024-01-13,Twitter,English
J.,"Collection mein kuch achi cheezein hain, kuch buri bhi.",2024-04-21,Facebook,English
Alkaram,Itnay mehngay hoke bhi aisi quality? Zyati ho rahi hai.,2024-05-21,Instagram,English
Gul Ahmed,The new collection has some interesting designs.,2024-04-25,Instagram,English
Sapphire,The unstitched fabric is so soft and easy to work with. Shukriya #UrduFashion,2024-01-07,Facebook,English
Gul Ahmed,Fabric itna patla hai ke kuch dikh raha hai. Sharam aati hai aisi quality pe.,2024-05-06,Twitter,English
Bonanza Satrangi,Fabric itna patla hai ke kuch dikh raha hai. Sharam aati hai aisi quality pe. ❤️,2024-02-17,Instagram,English
Khaadi,The digital print on this suit is exceptional quality. #PakistaniFashion 😠,2024-04-30,Facebook,English
Sapphire,Sustainable fashion initiative by Sapphire is amazing. Eco-friendly packaging too! Kya baat hai! #UrduFashion 🕌,2024-05-15,Instagram,English
ChenOne,Absolutely love the new lawn collection! Designs bohot khoobsurat hain. ❤️,2024-05-21,Facebook,English
ChenOne,Catalog mein variety zyada dikh rahi hai actual stores se.,2024-02-08,Facebook,English
Gul Ahmed,Website sale ke time crash hogayi aur cart empty ho gaya. Haye Allah! Wah wah,2024-02-24,Twitter,English
Bonanza Satrangi,Customer service was very helpful with my exchange.,2024-04-14,Instagram,English
Nishat Linen,Summer colors bilkul Pakistani mausam ke liye perfect hain. Hayee! #NishatLinen ❤️,2024-01-16,Twitter,English
Nishat Linen,Nishat Linen ka sustainable fashion initiative zabardast hai! Eco-friendly packaging bhi. Meherbani 😊,2024-03-01,Twitter,English
J.,The catalog shows more variety than physical stores. Meherbani,2024-04-22,Facebook,English
ChenOne,ChenOne ka fabric quality dekh kar bohat mayoos hua. Itna bekaar nahi socha tha. 😠,2024-05-17,Facebook,English
ChenOne,"New collection mein kuch interesting designs hain, kuch bekaar bhi. Acha hua",2024-01-03,Facebook,English
Sapphire,The digital print on this suit is exceptional quality. Acha hua,2024-01-28,Instagram,English
Khaadi,Order 2 haftay se late hai aur koi update nahi dia. Bilkul ghalat! 💔,2024-03-06,Facebook,English
Gul Ahmed,Prices are comparable to other brands in the market. Bohat aala!,2024-05-04,Facebook,English
Gul Ahmed,"The fabric feels okay, nothing extraordinary.",2024-01-27,Instagram,English
ChenOne,Visited the store in Lahore. Average shopping experience. Ya Allah! 😍,2024-04-07,Twitter,English
Nishat Linen,Finally a brand that understands hijab-friendly fashion needs! 🕌,2024-01-21,Instagram,English
